"G1"	"G2"	0.33090102
"G1"	"G3"	0.07910519
"G1"	"G4"	0.14947104
"G1"	"G5"	0.04115203
"G1"	"G6"	0.03331968
"G1"	"G7"	0.16174828
"G1"	"G8"	0.05272643
"G1"	"G9"	0.07874859
"G1"	"G10"	0.02571619
"G2"	"G1"	0.33090102
"G2"	"G3"	0.13581917
"G2"	"G4"	0.08754496
"G2"	"G5"	0.02886558
"G2"	"G6"	0.01890576
"G2"	"G7"	0.07336076
"G2"	"G8"	0.03415358
"G2"	"G9"	0.11262989
"G2"	"G10"	0.02605942
"G3"	"G1"	0.07910519
"G3"	"G2"	0.13581917
"G3"	"G4"	0.09569456
"G3"	"G5"	0.01532269
"G3"	"G6"	0.0592395
"G3"	"G7"	0.02510081
"G3"	"G8"	0.07250472
"G3"	"G9"	0.09999997
"G3"	"G10"	0.04496458
"G4"	"G1"	0.14947104
"G4"	"G2"	0.08754496
"G4"	"G3"	0.09569456
"G4"	"G5"	0.05198512
"G4"	"G6"	0.03236548
"G4"	"G7"	0.07600277
"G4"	"G8"	0.02639377
"G4"	"G9"	0.02830675
"G4"	"G10"	0.0283309
"G5"	"G1"	0.04115203
"G5"	"G2"	0.02886558
"G5"	"G3"	0.01532269
"G5"	"G4"	0.05198512
"G5"	"G6"	0.08075345
"G5"	"G7"	0.02428812
"G5"	"G8"	0.03642516
"G5"	"G9"	0.0340642
"G5"	"G10"	0.04913126
"G6"	"G1"	0.03331968
"G6"	"G2"	0.01890576
"G6"	"G3"	0.0592395
"G6"	"G4"	0.03236548
"G6"	"G5"	0.08075345
"G6"	"G7"	0.0617109
"G6"	"G8"	0.05772922
"G6"	"G9"	0.02392699
"G6"	"G10"	0.0191687
"G7"	"G1"	0.16174828
"G7"	"G2"	0.07336076
"G7"	"G3"	0.02510081
"G7"	"G4"	0.07600277
"G7"	"G5"	0.02428812
"G7"	"G6"	0.0617109
"G7"	"G8"	0.06842642
"G7"	"G9"	0.04057534
"G7"	"G10"	0.04117567
"G8"	"G1"	0.05272643
"G8"	"G2"	0.03415358
"G8"	"G3"	0.07250472
"G8"	"G4"	0.02639377
"G8"	"G5"	0.03642516
"G8"	"G6"	0.05772922
"G8"	"G7"	0.06842642
"G8"	"G9"	0.01715088
"G8"	"G10"	0.05903015
"G9"	"G1"	0.07874859
"G9"	"G2"	0.11262989
"G9"	"G3"	0.09999997
"G9"	"G4"	0.02830675
"G9"	"G5"	0.0340642
"G9"	"G6"	0.02392699
"G9"	"G7"	0.04057534
"G9"	"G8"	0.01715088
"G9"	"G10"	0.04620826
"G10"	"G1"	0.02571619
"G10"	"G2"	0.02605942
"G10"	"G3"	0.04496458
"G10"	"G4"	0.0283309
"G10"	"G5"	0.04913126
"G10"	"G6"	0.0191687
"G10"	"G7"	0.04117567
"G10"	"G8"	0.05903015
"G10"	"G9"	0.04620826
