G1	G2	0.72950099891809
G2	G1	0.666674953421167
G1	G7	0.375108234911124
G3	G4	0.306450388501396
G7	G8	0.295748459836724
G1	G4	0.291904375064494
G2	G3	0.29117013561303
G10	G8	0.263394006442906
G7	G6	0.250139638632095
G8	G6	0.227891435472985
G10	G9	0.220852885973181
G8	G10	0.199391700940272
G9	G10	0.194533175364584
G3	G10	0.187177824005217
G8	G3	0.186438052023205
G4	G5	0.178446417197105
G4	G7	0.170656216653499
G6	G5	0.167551030402322
G3	G9	0.167047671890934
G4	G3	0.165567318632818
G2	G9	0.16029562687349
G5	G6	0.129163643308602
G7	G1	0.126102581691853
