"regulatory.gene" "target.gene" "weight"
"G1" "G7" 0.58603982979998
"G7" "G1" 0.545381725046716
"G7" "G8" 0.46197858399846
"G6" "G2" 0.429303407955394
"G2" "G6" 0.407096521331881
"G8" "G4" 0.346592597545277
"G6" "G3" 0.32496963935658
"G7" "G5" 0.311225818301633
"G2" "G10" 0.276770909948861
"G8" "G1" 0.266834107491145
"G1" "G10" 0.260098353595128
"G1" "G8" 0.25146229504904
"G7" "G6" 0.238611553436871
"G4" "G3" 0.180222546426458
"G8" "G9" 0.175198363218059
"G2" "G5" 0.166591152609726
"G3" "G4" 0.164255035432094
"G7" "G10" 0.143974634761512
"G2" "G3" 0.141765446310183
"G3" "G6" 0.137334757925961
"G6" "G7" 0.137102432263555
"G6" "G5" 0.135140302986238
"G4" "G9" 0.129272932768262
"G8" "G7" 0.125135309511151
"G3" "G9" 0.123477208493039
"G1" "G3" 0.121984252567626
"G7" "G9" 0.117941659186078
"G7" "G4" 0.114832572075974
"G1" "G9" 0.11451805265623
"G10" "G4" 0.109911437504719
"G3" "G2" 0.107242937695802
"G6" "G10" 0.10328275121788
"G5" "G2" 0.0987162478541876
"G6" "G9" 0.0966215974071901
"G10" "G2" 0.092823012136613
"G1" "G5" 0.0909405231581009
"G5" "G4" 0.0892930830899304
"G4" "G8" 0.0883809206030678
"G10" "G9" 0.0872077051057055
"G8" "G5" 0.0858579044435848
"G2" "G9" 0.0828270115369573
"G7" "G3" 0.0791532991024302
"G3" "G10" 0.0788466633790141
"G8" "G2" 0.0744061692470198
"G1" "G2" 0.0731168079100189
"G5" "G9" 0.0729354696284791
"G3" "G5" 0.0708667766716191
"G7" "G2" 0.0681138235235256
"G4" "G5" 0.0624128874864097
"G10" "G6" 0.0618680090922541
"G1" "G4" 0.0547559262532243
"G10" "G3" 0.0546417595904354
"G6" "G8" 0.0515266924722616
"G5" "G6" 0.0511702065264915
"G6" "G4" 0.0464406411709062
"G5" "G7" 0.0456737654090377
"G5" "G3" 0.0441436395358222
"G3" "G1" 0.0436489837245602
"G10" "G5" 0.0433391376820526
"G2" "G4" 0.0428952267694983
"G9" "G10" 0.0407662115453468
"G5" "G10" 0.0391605070217444
"G2" "G8" 0.0389629967591087
"G10" "G8" 0.0351696640789116
"G5" "G8" 0.0343689656883716
"G9" "G5" 0.0336254966606348
"G8" "G6" 0.0335830005282925
"G3" "G7" 0.0314114110325297
"G9" "G4" 0.0310234801583764
"G6" "G1" 0.0308484042375644
"G9" "G2" 0.0304707122190143
"G8" "G10" 0.0286802018543707
"G4" "G10" 0.0284197666761423
"G9" "G3" 0.0273880892182786
"G1" "G6" 0.0271647874315022
"G4" "G2" 0.025806881458425
"G8" "G3" 0.0257313278921878
"G4" "G1" 0.0252525986254588
"G10" "G1" 0.0234696342235891
"G9" "G6" 0.0234670986200191
"G5" "G1" 0.0229045657913787
"G2" "G1" 0.021261490249761
"G4" "G7" 0.0211597586686773
"G9" "G1" 0.0203984906098266
"G10" "G7" 0.019934081423933
"G9" "G8" 0.0198798832747453
"G4" "G6" 0.0197040651067278
"G3" "G8" 0.0182699980760328
"G2" "G7" 0.0174629901053098
"G9" "G7" 0.0160804217858262
