"regulatory.gene" "target.gene" "weight"
"YML099C" "YFL021W" 0.864637265403302
"YFL021W" "YML099C" 0.850422255298566
"YDR253C" "YPR167C" 0.758436888421213
"YFL021W" "YNL001W" 0.643994715580817
"YMR019W" "YOL067C" 0.589438564083637
"YPR199C" "YMR257C" 0.565450013359041
"YIR017C" "YPL038W" 0.563015007488999
"YDL170W" "YDL210W" 0.544538478743432
"YOR032C" "YBL074C" 0.543427288524183
"YGR071C" "YML113W" 0.539986563810964
"YOL067C" "YMR019W" 0.524935621163908
"YML113W" "YGR071C" 0.519741169784727
"YJR044C" "YGL254W" 0.518690282550503
"YFL021W" "YKR034W" 0.515012062168464
"YDL170W" "YER190W" 0.512172116083957
"YGL162W" "YDR544C" 0.510752085902547
"YOL089C" "YGR271W" 0.507312916970432
"YMR257C" "YPR199C" 0.507169791338744
"YGR271W" "YOL089C" 0.503662435346291
"YPL038W" "YIR017C" 0.503625402750709
"YOR140W" "YCR018C" 0.489215961425171
"YDL210W" "YDL170W" 0.476721806374276
"YLR013W" "YNL103W" 0.474186043671194
"YPR199C" "YBL112C" 0.47112434886184
"YCR039C" "YPL198W" 0.466849538212827
"YDR544C" "YGL162W" 0.461964087110515
"YML099C" "YHR194W" 0.455631874043274
"YPR167C" "YDR253C" 0.454558719151309
"YDL170W" "YDL071C" 0.439828105523011
"YKL178C" "YGL089C" 0.438529527890798
"YJL110C" "YMR193W" 0.425043368478316
"YMR021C" "YER111C" 0.421965082221164
"YMR021C" "YOR032C" 0.414747291461928
"YPR199C" "YDR210WD" 0.400657460287943
"YCR039C" "YDR545W" 0.395020277866772
"YDR544C" "YNL038W" 0.394997608698656
"YNL103W" "YLR013W" 0.392630060024807
"YGL089C" "YMR042W" 0.384282491277291
"YER111C" "YDR421W" 0.377407421838906
"YIR017C" "YDR253C" 0.374318228923384
"YER092W" "YGR188C" 0.374180715854499
"YBL074C" "YJR010W" 0.369182213808008
"YPL198W" "YMR021C" 0.356423647505884
"YGL254W" "YJR044C" 0.354451183592528
"YJL088W" "YDR042C" 0.353410241591233
"YDR253C" "YIR017C" 0.351490441562102
"YBR112C" "YGR249W" 0.347884106203483
"YJL088W" "YJL110C" 0.346301816641726
"YFL021W" "YAL012W" 0.339265794305098
"YBL074C" "YOR032C" 0.338202057318855
"YER092W" "YFR030W" 0.335430308875558
"YIR017C" "YCR039C" 0.329656362126681
"YMR021C" "YPL177C" 0.329015107482802
"YCL067C" "YPL187W" 0.325966214288686
"YNL001W" "YHR156C" 0.323889036518876
"YMR042W" "YCR018CA" 0.32190359936689
"YKR034W" "YIR029W" 0.318796758595744
"YCR018C" "YBR167C" 0.318559890448967
"YPR199C" "YJL088W" 0.318284235950179
"YML113W" "YJR011C" 0.317111432702579
"YCR018C" "YGR044C" 0.313628129754213
"YNL338W" "YLR463C" 0.294345717110781
"YCL065W" "YGR084C" 0.291026020720182
"YCR018C" "YOR140W" 0.290257920731168
"YOL067C" "YHR157W" 0.289832118654093
"YJR147W" "YBL113C" 0.287132971450738
"YNL038W" "YNL338W" 0.283496250146563
"YDL170W" "YLR465C" 0.280017199310689
"YER092W" "YLR179C" 0.279174950688651
"YDR253C" "YJR147W" 0.276776589084824
"YOL067C" "YGR271W" 0.271852982400288
"YCR039C" "YCR040W" 0.268899970068603
"YMR021C" "YBR297W" 0.26750446176574
"YKR034W" "YLR439W" 0.267108823702254
"YMR193W" "YJL110C" 0.266867833950297
"YBL113C" "YCR041W" 0.264098225897957
"YGL162W" "YDR421W" 0.262943933879534
"YFR030W" "YER092W" 0.262586887632568
"YOR032C" "YHR006W" 0.260478264974744
"YIR017C" "YBL074C" 0.259677126288416
"YML099C" "YCR019W" 0.257721688540443
"YNL038W" "YDR544C" 0.256372716475623
"YPL187W" "YCL067C" 0.253059145258439
"YPL198W" "YCR039C" 0.249364261451424
"YCR041W" "YHR006W" 0.241235170542466
"YCR039C" "YKL020C" 0.240171177953605
"YDR421W" "YLR098C" 0.239855740499746
"YIR017C" "YHR193C" 0.238598952867315
"YML099C" "YNL038W" 0.23781761288612
"YGR044C" "YCL067C" 0.237286785545612
"YDR421W" "YPL251W" 0.236268607880737
"YOL089C" "YCR097W" 0.234554363919337
"YPL198W" "YDR084C" 0.234211132553089
"YDR084C" "YLR023C" 0.231173438006826
"YMR042W" "YGL089C" 0.228655651324871
"YGL089C" "YCL066W" 0.227733274312587
"YOL089C" "YOL067C" 0.225284346432829
"YLR013W" "YLR465C" 0.224973235673516
"YGL162W" "YBR112C" 0.22167116505152
"YPL198W" "YGR044C" 0.218893122871406
"YDR545W" "YDR520C" 0.215164062227268
"YCL065W" "YNL337W" 0.212307499565997
"YML113W" "YLR465C" 0.202882691756425
"YML113W" "YDR520C" 0.202822644904667
"YDL170W" "YNL338W" 0.20026638094777
"YJR147W" "YFR017C" 0.196670774757793
"YKL020C" "YMR042W" 0.196656302050882
"YER111C" "YBL112C" 0.196083536160929
"YDL170W" "YDR210WD" 0.195538336608668
"YCR040W" "YCR096C" 0.193597089943694
"YGR084C" "YCL065W" 0.193481106487116
"YGR084C" "YMR135WA" 0.188255379555107
"YKL020C" "YLR023C" 0.18547716261402
"YKL020C" "YKL178C" 0.184029976962311
"YCR039C" "YJR147W" 0.182652935054277
"YMR021C" "YJL056C" 0.181292972195262
"YML113W" "YGR072W" 0.179738815886302
"YGR084C" "YLR098C" 0.175624483796384
"YBL074C" "YPL038W" 0.174631631846584
"YIR017C" "YMR019W" 0.174402604046797
"YMR193W" "YCL065W" 0.172363828806035
"YFL021W" "YCR019W" 0.168926114152599
"YJR011C" "YHR157W" 0.168318602626939
"YJR011C" "YFR017C" 0.165707855690282
"YNL338W" "YBL109W" 0.162579418104874
"YDR544C" "YML113W" 0.16143112202346
"YBL109W" "YDR543C" 0.161083133217079
"YML113W" "YER092W" 0.160797521430557
"YPR199C" "YMR135WA" 0.158735976566994
"YDR545W" "YDL071C" 0.158655415594675
"YOL067C" "YOL089C" 0.158561474961213
"YER111C" "YJR010W" 0.158063691048193
"YDR253C" "YDR545W" 0.157995950574962
"YDR421W" "YCR097W" 0.157020471433207
"YJR147W" "YKL178C" 0.156881939117125
"YPL198W" "YJR147W" 0.15675383163046
"YGL162W" "YOR140W" 0.154741285840036
"YHR006W" "YCR041W" 0.154593274202921
"YKL178C" "YOR140W" 0.154413262394618
"YOR032C" "YMR021C" 0.153755613838077
"YLR098C" "YGR084C" 0.151218794796028
"YGR044C" "YCR018C" 0.14912591907109
"YPL198W" "YKL178C" 0.148693551915512
"YGR071C" "YJR011C" 0.147611390152722
"YJR010W" "YLR179C" 0.145465191914686
"YCR018C" "YPL251W" 0.144533137297777
"YBL074C" "YAL012W" 0.143895187132106
"YJL056C" "YCL066W" 0.143269485043382
"YOR140W" "YJR010W" 0.141156813950206
"YJR011C" "YMR021C" 0.140904587702012
"YLR098C" "YCR018C" 0.139186143653509
"YKR034W" "YHR091C" 0.136803134798139
"YPL198W" "YKL020C" 0.135878234562575
"YCR039C" "YJR011C" 0.135464615665092
"YKL178C" "YJR147W" 0.135402375541789
"YCR039C" "YPL253C" 0.135178551638939
"YJR147W" "YNL338W" 0.134566548270839
"YDR520C" "YDR543C" 0.132404740449572
"YKL178C" "YKL020C" 0.132327107837691
"YLR013W" "YHR091C" 0.1316346276431
"YLR023C" "YKL020C" 0.130237901166301
"YHR156C" "YKR034W" 0.129828622511835
"YKL178C" "YJR011C" 0.128099448549293
"YOL089C" "YDR084C" 0.125901855804957
"YJR147W" "YPR199C" 0.124973214139083
"YBL112C" "YLR013W" 0.124908014275245
"YGR188C" "YER111C" 0.124746220238604
"YPL177C" "YPL251W" 0.123389727342415
"YJR147W" "YGR188C" 0.123260668188981
"YCR039C" "YCR096C" 0.123012207684671
"YCR039C" "YCR097W" 0.122320532097303
"YKL178C" "YPL198W" 0.121989117790762
"YFL021W" "YJL088W" 0.121970054230932
"YER111C" "YLR098C" 0.121943729275116
"YKL020C" "YCR018CA" 0.121193458159269
"YIR017C" "YPL198W" 0.120274983299524
"YGL162W" "YPL253C" 0.119051408212286
"YBL109W" "YGL001C" 0.117829204101145
"YML099C" "YAL012W" 0.116619865026539
"YKR034W" "YJL110C" 0.116282577395673
"YHR157W" "YDL170W" 0.115843675955114
"YKL020C" "YGR071C" 0.115580218043434
"YKL178C" "YGL162W" 0.113839334224802
"YHR006W" "YOR032C" 0.113718488618487
"YNL337W" "YCL065W" 0.113365229811201
"YCR039C" "YJL056C" 0.112554974196064
"YCL067C" "YNL339C" 0.111554865607113
"YPL198W" "YPL177C" 0.111426452556591
"YCR097W" "YGL001C" 0.110650419369319
"YKL178C" "YJL056C" 0.110288035174243
"YKL178C" "YBR112C" 0.108828762957899
"YIR017C" "YGR188C" 0.108237221023365
"YJR011C" "YNL103W" 0.107866501654251
"YCR039C" "YJL088W" 0.107405516316962
"YER190W" "YDL170W" 0.10685701636471
"YER111C" "YJL056C" 0.105900911916342
"YNL338W" "YNL038W" 0.105882697837235
"YIR029W" "YKR034W" 0.104991163688353
"YNL338W" "YIR029W" 0.104265017249892
"YJR147W" "YHR091C" 0.104035607973291
"YJR011C" "YHR193C" 0.103645284236914
"YCR040W" "YPL187W" 0.102832039334881
"YDR543C" "YBL109W" 0.102060091914404
"YKL178C" "YCR039C" 0.10184173479669
"YDR545W" "YDL210W" 0.101838566109987
"YKR034W" "YHR156C" 0.101659534771082
"YKL178C" "YJL088W" 0.101462295291833
"YOR032C" "YCL066W" 0.100819275297396
"YKL178C" "YLR013W" 0.0996642805952173
"YDL170W" "YOL089C" 0.0996106550875305
