YOL034W,YPR105C
YLR291C,YPR105C
YLR291C,YCR020C
YNL288W,YOR095C
YLR291C,YOR095C
YLR291C,YOR232W
YLR291C,YIR035C
YLR291C,YML106W
YLR291C,YDR051C
YLR291C,YLR011W
YLR291C,YDR428C
YLR291C,YPL069C
YLR291C,YKR026C
YLR291C,YDL144C
YLR291C,YEL012W
YLR291C,YBR166C
YLR291C,YLL057C
YLR291C,YJL199C
YLR291C,YJR057W
YLR291C,YPR062W
YBR182C,YLR423C
YGL086W,YLR423C
YIL105C,YLR423C
YGR113W,YLR423C
YBR123C,YLR423C
YMR059W,YLR423C
YMR213W,YLR423C
YJL048C,YLR423C
YLR423C,YLR439W
YML062C,YLR423C
YBR102C,YLR423C
YDR085C,YLR423C
YPL173W,YLR423C
YJR101W,YLR423C
YIL084C,YLR423C
YLR423C,YER092W
YDR240C,YLR423C
YIR017C,YLR423C
YIR038C,YHR096C
YIR038C,YKL008C
YJR010C,) YIR038C
YOL003C,YIR038C
YIR038C,YNL217W
YIR038C,YBR205W
YIR038C,YGL054C
YIR038C,YBL020W
YIL039W,YIR038C
YIR038C,YGR121C
YIR038C,YML125C
YIR038C,YHR026W
YIR038C,YOR321W
YIR038C,YGL104C
YIR038C,YNR030W
YIR038C,YBR126WA
YIR038C,YIL124W
YIR038C,YBR243C
YML051W,YNR010W
YML051W,YDR123C
YML051W,YCR065W
YML051W,YOR355W
YML051W,YOR197W
YML051W,YOR359W
YML051W,YPL047W
YML051W,YOL067C
YML051W,YDR308C
YML051W,YDR273W
YML051W,YFL010C
YML051W,YOL148C
YMR004W,YML051W
YML051W,YDL106C
YML051W,YBL093C
YDR510W,YDL013W
YHR134W,YDR510W
YDR510W,YGL026C
YDR510W,YBR088C
YDR510W,YLR335W
YDR510W,YDL064W
YDR510W,YDR174W
YDR510W,YOR144C
YDR510W,YNL042W
YDR510W,YBR223C
YDR510W,YKL043W
YDR510W,YNL088W
YDR510W,YDR446W
YPL094C,YJR118C
YPL094C,YLR268W
YPL094C,YMR298W
YPL094C,YHR123W
YPL094C,YKL063C
YCL021W,) YPL094C
YJR075W,YPL094C
YPL094C,YPR037C
YPL094C,YDR431W
YPL094C,YBR162WA
YPL094C,YDL212W
YJR013W,YPL094C
YDL100C,YDR304C
YDL100C,YER017C
YDL100C,YIL162W
YDL100C,YLR297W
YDL100C,YDR513W
YDL100C,YNR067C
YNL149C,YDL100C
YDL100C,YDR526C
YDL100C,YGR028W
YDL100C,YER150W
YDL100C,YML101C
TORF1 (,CR106W
Q0085 (,CR106W
YMR060C,YCR106W
YEL072W,YCR106W
YPL034W,YCR106W
YBR134W,YCR106W
YGL247W,YCR106W
YGR081C,YCR106W
YGR140W,YCR106W
YJL135W,YCR106W
YPL049C,YER188W
YPL049C,YPR082C
YDR480W,YJR003C
YPL049C,YJR003C
YDR480W,YHR121W
YPL049C,YHR121W
YPL049C,YER180C
YDR480W,YGR040W
YPL049C,YGR040W
YGR040W,YHR084W
YDR480W,YPL049C
YCL066W,YDR480W
YDR480W,YHR084W
YCL066W,YPL049C
YPL049C,YHR084W
YEL042W,YDR479C
YBR241C,YDR479C
YLR350W,YDR479C
YLR036C,YDR479C
YOL065C,YDR479C
YGR284C,YDR479C
YCR021C,YDR479C
YHL031C,YDR479C
YPR159C,) YDR479C
YCR068W,YIR033W
YPL053C,YIR033W
YOL126C,YIR033W
YJL117W,YIR033W
YGL225W,YIR033W
YNL219C,YIR033W
YML055W,YIR033W
YNL111C,YIR033W
YDR434W,YIR033W
YNL111C,YCR068W
YDR100W,YOR109W
YDR100W,YLR108C
YDR100W,YBL069W
YDR100W,YLR393W
YDR100W,YGR223C
YDR100W,YKL003WA
YPL095C,YDR100W
YPL218W,YDR100W
YER126C,YPL004C
YLR333C,YPL004C
YGR086C,YPL004C
YIL018W,YPL004C
YIL069C,YPL004C
YJL083W,YPL004C
YPL164C,YPL004C
YDR473C,YPL004C
YDL072C,YML029W
YLL014W,YML029W
YML029W,YKL212W
YJL134W,YML029W
YHL033C,YML029W
YBL091C,) YML029W
YGR038W,YML029W
YGL144C,YMR070W
YJL127W,) YMR070W
YOL109W,YMR070W
YDR107C,YMR070W
YGR263C,YMR070W
YGR286C,YMR070W
YKR048C,TORF21
YNL078W,YMR139W
YKR048C,YMR139W
YOL059W,YMR139W
YNL078W,YKR048C
YKR048C,YGL240W
YOL059W,YKR048C
YKR048C,YDL184C
YER022W,YKL117W
YBR221C,YKL117W
YGR123C,YKL117W
YCR060W,YKL117W
YCR060W,YHR034C
YPL122C,YDR448W
YAL036C,YDR448W
YML041C,YDR448W
YDR045C,YDR448W
YCR083W,YDR448W
YHR184W,YDR416W
YJR050W,YDR416W
YGR195W,YDR416W
YKL098W,YDR416W
YGR129W,YDR416W
YBR261C,YKL151C
YBR261C,YOR108W
YBR261C,YHR074W
YBR261C,YOL143C
YBR072W,YBR261C
YNL063W,YKL142W
YKL157W,YKL142W
YMR210W,YKL142W
YKL142W,YDR115W
YER182W,YKL142W
YFL060C,YNL333W
YMR096W,YNL333W
YNL334C,YNL333W
YFL060C,YFL059W
YMR096W,YFL059W
YNL334C,YFL059W
YFL060C,YMR095C
YMR096W,YMR095C
YNL334C,YMR095C
YFL060C,YMR096W
YNL334C,YMR096W
YCR086W,YOR264W
YIL152W,YCR086W
YKR010C,YCR086W
YDR439W,YCR086W
YPL070W,YPR193C
YLR245C,YBR111C
YBR111C,YPL070W
YLR245C,YPL070W
YML035C,YPL070W
YDR171W,YOL083W
YGL156W,YOL083W
YMR289W,YOL083W
