"regulatory.gene" "target.gene" "weight"
"G3" "G4" 0.842199338556025
"G4" "G3" 0.799926325571041
"G7" "G8" 0.739187464325677
"G8" "G7" 0.629456671825912
"G5" "G6" 0.548279702943826
"G9" "G1" 0.483265284046619
"G7" "G5" 0.456496671501173
"G1" "G9" 0.40178469793924
"G5" "G10" 0.356508646556401
"G9" "G2" 0.347635653284467
"G6" "G5" 0.32331057888139
"G7" "G9" 0.299793617518062
"G3" "G10" 0.248330478374218
"G10" "G1" 0.243383347828356
"G8" "G6" 0.238240093822535
"G5" "G7" 0.229112662023381
"G7" "G2" 0.178961010794766
"G1" "G10" 0.176485579279965
"G6" "G8" 0.141304340678004
"G6" "G2" 0.094179470954547
"G4" "G2" 0.0894465578169199
"G10" "G3" 0.0854946143470714
"G8" "G5" 0.0822157297268042
"G1" "G2" 0.0806608657371287
"G5" "G2" 0.0668925077911898
"G2" "G9" 0.0650747059387939
"G9" "G6" 0.0613340025633761
"G8" "G2" 0.0593442879534726
"G6" "G9" 0.059252491305871
"G10" "G6" 0.0587123666760369
"G8" "G10" 0.0583451112095582
"G5" "G1" 0.0547675214772327
"G10" "G8" 0.0535695381870187
"G2" "G1" 0.0527607033898696
"G2" "G4" 0.044438561077544
"G6" "G1" 0.0425888883850738
"G3" "G2" 0.0421463886098524
"G7" "G6" 0.0421315448417018
"G3" "G9" 0.0409689454681832
"G6" "G10" 0.0408034331413021
"G10" "G2" 0.0407332570576573
"G4" "G10" 0.0390308022057639
"G8" "G9" 0.038793045196677
"G2" "G5" 0.0386686595607299
"G4" "G9" 0.0361842624944955
"G10" "G5" 0.0359301934294103
"G2" "G10" 0.0342868531150662
"G8" "G1" 0.0341607606711719
"G7" "G1" 0.0312465231612462
"G5" "G9" 0.0311969945902561
"G4" "G1" 0.0306606350409785
"G7" "G10" 0.0301612325853438
"G8" "G4" 0.0279761924058786
"G3" "G1" 0.0271663359994517
"G6" "G7" 0.0270782691037457
"G10" "G9" 0.0269512395484214
"G2" "G7" 0.0267997575756522
"G8" "G3" 0.0228639947813683
"G2" "G3" 0.0225676748154958
"G1" "G5" 0.0209390717302636
"G9" "G7" 0.0208702276812033
"G3" "G7" 0.0199191601685174
"G1" "G7" 0.0196927293675827
"G4" "G7" 0.0196020862786338
"G3" "G6" 0.0172820619771031
"G10" "G4" 0.0168546728004531
"G1" "G4" 0.0167212595829942
"G9" "G5" 0.0164547511064006
"G1" "G3" 0.0162793368779843
"G9" "G10" 0.0160478635323814
"G5" "G3" 0.0159904073266949
"G9" "G8" 0.0155199651755377
"G6" "G4" 0.0145028993733477
"G1" "G6" 0.0140253013990165
"G5" "G8" 0.0138412814804297
"G9" "G3" 0.0133739462299984
"G7" "G4" 0.01322946265051
"G3" "G5" 0.0130736700441877
"G4" "G5" 0.0129106740196411
"G5" "G4" 0.0126794318967933
"G7" "G3" 0.0126033866178048
"G2" "G6" 0.0123834638653037
"G3" "G8" 0.0115136210737953
"G9" "G4" 0.0113981816564545
"G6" "G3" 0.0109003134325413
"G2" "G8" 0.00932299619149079
"G1" "G8" 0.00799855292681716
"G4" "G8" 0.00774223996122996
"G4" "G6" 0.00761146191110042
"G10" "G7" 0.00746843597537234
