"G1"	"G2"	0.1656371
"G1"	"G3"	0.08823351
"G1"	"G4"	0.12913417
"G1"	"G5"	0.1598916
"G1"	"G6"	0.15039652
"G1"	"G7"	0.17263706
"G1"	"G8"	0.11440082
"G1"	"G9"	0.30600034
"G1"	"G10"	0.09016944
"G2"	"G1"	0.1656371
"G2"	"G3"	0.12565937
"G2"	"G4"	0.16458072
"G2"	"G5"	0.12316523
"G2"	"G6"	0.13762295
"G2"	"G7"	0.22908366
"G2"	"G8"	0.14715723
"G2"	"G9"	0.23505858
"G2"	"G10"	0.04661314
"G3"	"G1"	0.08823351
"G3"	"G2"	0.12565937
"G3"	"G4"	0.36512546
"G3"	"G5"	0.07747148
"G3"	"G6"	0.044572
"G3"	"G7"	0.14598981
"G3"	"G8"	0.12191589
"G3"	"G9"	0.18464135
"G3"	"G10"	0.16399715
"G4"	"G1"	0.12913417
"G4"	"G2"	0.16458072
"G4"	"G3"	0.36512546
"G4"	"G5"	0.06910302
"G4"	"G6"	0.06215584
"G4"	"G7"	0.14307997
"G4"	"G8"	0.08375045
"G4"	"G9"	0.17420047
"G4"	"G10"	0.09559749
"G5"	"G1"	0.1598916
"G5"	"G2"	0.12316523
"G5"	"G3"	0.07747148
"G5"	"G4"	0.06910302
"G5"	"G6"	0.31498988
"G5"	"G7"	0.21184186
"G5"	"G8"	0.2400914
"G5"	"G9"	0.15311684
"G5"	"G10"	0.1401809
"G6"	"G1"	0.15039652
"G6"	"G2"	0.13762295
"G6"	"G3"	0.044572
"G6"	"G4"	0.06215584
"G6"	"G5"	0.31498988
"G6"	"G7"	0.25283659
"G6"	"G8"	0.34961036
"G6"	"G9"	0.17804403
"G6"	"G10"	0.05149001
"G7"	"G1"	0.17263706
"G7"	"G2"	0.22908366
"G7"	"G3"	0.14598981
"G7"	"G4"	0.14307997
"G7"	"G5"	0.21184186
"G7"	"G6"	0.25283659
"G7"	"G8"	0.44713349
"G7"	"G9"	0.29412362
"G7"	"G10"	0.08801315
"G8"	"G1"	0.11440082
"G8"	"G2"	0.14715723
"G8"	"G3"	0.12191589
"G8"	"G4"	0.08375045
"G8"	"G5"	0.2400914
"G8"	"G6"	0.34961036
"G8"	"G7"	0.44713349
"G8"	"G9"	0.21452604
"G8"	"G10"	0.13569492
"G9"	"G1"	0.30600034
"G9"	"G2"	0.23505858
"G9"	"G3"	0.18464135
"G9"	"G4"	0.17420047
"G9"	"G5"	0.15311684
"G9"	"G6"	0.17804403
"G9"	"G7"	0.29412362
"G9"	"G8"	0.21452604
"G9"	"G10"	0.07023889
"G10"	"G1"	0.09016944
"G10"	"G2"	0.04661314
"G10"	"G3"	0.16399715
"G10"	"G4"	0.09559749
"G10"	"G5"	0.1401809
"G10"	"G6"	0.05149001
"G10"	"G7"	0.08801315
"G10"	"G8"	0.13569492
"G10"	"G9"	0.07023889
