G1	G2	0.05342706
G1	G3	0.05110876
G1	G4	0.04868649
G1	G5	0.28861005
G1	G6	0.04311778
G1	G7	0.04356184
G1	G8	0.04253932
G1	G9	0.03771801
G1	G10	0.04283979
G2	G1	0.05342706
G2	G3	0.06703927
G2	G4	0.0291747
G2	G5	0.06717263
G2	G6	0.12427633
G2	G7	0.06878455
G2	G8	0.13055699
G2	G9	0.03749258
G2	G10	0.033842
G3	G1	0.05110876
G3	G2	0.06703927
G3	G4	0.1143873
G3	G5	0.03316582
G3	G6	0.05011871
G3	G7	0.13924308
G3	G8	0.03255835
G3	G9	0.07248981
G3	G10	0.03170839
G4	G1	0.04868649
G4	G2	0.0291747
G4	G3	0.1143873
G4	G5	0.08145545
G4	G6	0.05927646
G4	G7	0.10414789
G4	G8	0.04263872
G4	G9	0.06515487
G4	G10	0.05722053
G5	G1	0.28861005
G5	G2	0.06717263
G5	G3	0.03316582
G5	G4	0.08145545
G5	G6	0.05536228
G5	G7	0.04355907
G5	G8	0.0496435
G5	G9	0.06828113
G5	G10	0.0455825
G6	G1	0.04311778
G6	G2	0.12427633
G6	G3	0.05011871
G6	G4	0.05927646
G6	G5	0.05536228
G6	G7	0.05987267
G6	G8	0.19729138
G6	G9	0.02980791
G6	G10	0.03938588
G7	G1	0.04356184
G7	G2	0.06878455
G7	G3	0.13924308
G7	G4	0.10414789
G7	G5	0.04355907
G7	G6	0.05987267
G7	G8	0.05103349
G7	G9	0.09898882
G7	G10	0.04060366
G8	G1	0.04253932
G8	G2	0.13055699
G8	G3	0.03255835
G8	G4	0.04263872
G8	G5	0.0496435
G8	G6	0.19729138
G8	G7	0.05103349
G8	G9	0.0579066
G8	G10	0.05145481
G9	G1	0.03771801
G9	G2	0.03749258
G9	G3	0.07248981
G9	G4	0.06515487
G9	G5	0.06828113
G9	G6	0.02980791
G9	G7	0.09898882
G9	G8	0.0579066
G9	G10	0.06053765
G10	G1	0.04283979
G10	G2	0.033842
G10	G3	0.03170839
G10	G4	0.05722053
G10	G5	0.0455825
G10	G6	0.03938588
G10	G7	0.04060366
G10	G8	0.05145481
G10	G9	0.06053765
