G1	G5	0.612308573064262
G1	G10	0.251581508515815
G2	G3	0.254668193311388
G3	G2	0.254668193311388
G3	G4	0.379996183388197
G4	G3	0.379996183388197
G4	G6	0.236086064596155
G4	G7	0.242841467487238
G4	G9	0.242397786365154
G5	G1	0.612308573064262
G5	G6	0.242416869424169
G5	G9	0.252502266113258
G6	G4	0.236086064596155
G6	G5	0.242416869424169
G6	G8	0.397853155860884
G7	G4	0.242841467487238
G7	G9	0.255913362912075
G8	G6	0.397853155860884
G8	G10	0.279328276322694
G9	G4	0.242397786365154
G9	G5	0.252502266113258
G9	G7	0.255913362912075
G10	G1	0.251581508515815
G10	G8	0.279328276322694
