"regulatory.gene" "target.gene" "weight"
"G1" "G5" 0.862867498866189
"G5" "G1" 0.848458220180653
"G6" "G8" 0.720731361761386
"G8" "G6" 0.712064830853342
"G9" "G10" 0.638619046200639
"G9" "G7" 0.425412129191022
"G7" "G9" 0.299181248801367
"G7" "G4" 0.283639229644875
"G5" "G9" 0.280477104828298
"G4" "G3" 0.240336140822788
"G7" "G2" 0.234637845377461
"G8" "G2" 0.215902378996474
"G5" "G4" 0.212781250926021
"G6" "G2" 0.205651808109744
"G1" "G2" 0.190769911040399
"G7" "G3" 0.190351694598803
"G10" "G9" 0.182945195916999
"G3" "G4" 0.16174142385837
"G9" "G3" 0.124834419667606
"G10" "G4" 0.121167729440739
"G3" "G7" 0.117781982833095
"G4" "G7" 0.116370605378493
"G4" "G10" 0.108296297290149
"G2" "G3" 0.0869140500865486
"G1" "G3" 0.0860919172182272
"G1" "G7" 0.0856706963730593
"G2" "G6" 0.0818981472160684
"G5" "G3" 0.0799176195596726
"G2" "G8" 0.0791160582968876
"G7" "G8" 0.0784973142470964
"G8" "G3" 0.0774289821721442
"G1" "G4" 0.0698593661563791
"G2" "G7" 0.0680645230712897
"G9" "G4" 0.0631383768464588
"G2" "G9" 0.062695470972944
"G3" "G10" 0.059586617780357
"G10" "G7" 0.0580999520729074
"G10" "G3" 0.0574647881881526
"G6" "G3" 0.0566603876860575
"G7" "G10" 0.0530353068587554
"G1" "G10" 0.0499452361054918
"G5" "G2" 0.045297797804145
"G8" "G7" 0.0443946280875678
"G4" "G5" 0.0443264521822937
"G7" "G6" 0.0439617804434791
"G1" "G9" 0.0430235095659199
"G5" "G7" 0.0424853384492075
"G6" "G7" 0.0417201445433586
"G8" "G9" 0.0390734957373591
"G3" "G2" 0.0362574538353162
"G9" "G8" 0.0361883836188925
"G3" "G6" 0.0343330169803396
"G3" "G9" 0.0330950278116104
"G9" "G1" 0.032998470086869
"G6" "G4" 0.0328602565047145
"G4" "G9" 0.0324191718785493
"G4" "G6" 0.0309352640651463
"G2" "G4" 0.0303424581975298
"G9" "G5" 0.02761269037452
"G9" "G6" 0.0274744352457638
"G6" "G9" 0.027089774486953
"G2" "G1" 0.0266988259347071
"G8" "G10" 0.0266657465848591
"G5" "G6" 0.02633989654051
"G5" "G10" 0.026149028556773
"G4" "G2" 0.0254873092438756
"G1" "G6" 0.0246255622943422
"G2" "G10" 0.0245615943528292
"G8" "G4" 0.0244699084249123
"G9" "G2" 0.0235884642058151
"G5" "G8" 0.022480679308782
"G10" "G2" 0.0224070313867706
"G10" "G1" 0.0207232198090856
"G1" "G8" 0.0204877639746816
"G7" "G1" 0.0184347776769624
"G10" "G6" 0.0183670663610081
"G3" "G1" 0.0174899058008264
"G4" "G1" 0.0163060885609391
"G10" "G8" 0.015105440282369
"G4" "G8" 0.0149519175134383
"G7" "G5" 0.0147329340009461
"G10" "G5" 0.0142139309052768
"G6" "G10" 0.0131411262701461
"G3" "G8" 0.0124410809964665
"G8" "G1" 0.0105262752131878
"G8" "G5" 0.0103537984886998
"G6" "G5" 0.00907020233543098
"G3" "G5" 0.00889942603280853
"G6" "G1" 0.0083642167367699
"G2" "G5" 0.00792306681383489
