"G1"	"G2"	0.02212184
"G1"	"G3"	0.01976467
"G1"	"G4"	0.02122947
"G1"	"G5"	0.04351854
"G1"	"G6"	0.02821871
"G1"	"G7"	0.0407679
"G1"	"G8"	0.02265497
"G1"	"G9"	0.01322591
"G1"	"G10"	0.03088028
"G2"	"G1"	0.02212184
"G2"	"G3"	0.04268809
"G2"	"G4"	0.05502151
"G2"	"G5"	0.11385287
"G2"	"G6"	0.15764647
"G2"	"G7"	0.20112742
"G2"	"G8"	0.29731026
"G2"	"G9"	0.11424989
"G2"	"G10"	0.07489831
"G3"	"G1"	0.01976467
"G3"	"G2"	0.04268809
"G3"	"G4"	0.01056303
"G3"	"G5"	0.04696721
"G3"	"G6"	0.03467555
"G3"	"G7"	0.05181126
"G3"	"G8"	0.03740129
"G3"	"G9"	0.01679536
"G3"	"G10"	0.07186191
"G4"	"G1"	0.02122947
"G4"	"G2"	0.05502151
"G4"	"G3"	0.01056303
"G4"	"G5"	0.10712076
"G4"	"G6"	0.05936499
"G4"	"G7"	0.04902538
"G4"	"G8"	0.04574784
"G4"	"G9"	0.06717168
"G4"	"G10"	0.04277385
"G5"	"G1"	0.04351854
"G5"	"G2"	0.11385287
"G5"	"G3"	0.04696721
"G5"	"G4"	0.10712076
"G5"	"G6"	0.10402343
"G5"	"G7"	0.06599615
"G5"	"G8"	0.04726321
"G5"	"G9"	0.1442262
"G5"	"G10"	0.05013792
"G6"	"G1"	0.02821871
"G6"	"G2"	0.15764647
"G6"	"G3"	0.03467555
"G6"	"G4"	0.05936499
"G6"	"G5"	0.10402343
"G6"	"G7"	0.21731615
"G6"	"G8"	0.17894682
"G6"	"G9"	0.05422155
"G6"	"G10"	0.0355908
"G7"	"G1"	0.0407679
"G7"	"G2"	0.20112742
"G7"	"G3"	0.05181126
"G7"	"G4"	0.04902538
"G7"	"G5"	0.06599615
"G7"	"G6"	0.21731615
"G7"	"G8"	0.27243983
"G7"	"G9"	0.03404364
"G7"	"G10"	0.03633857
"G8"	"G1"	0.02265497
"G8"	"G2"	0.29731026
"G8"	"G3"	0.03740129
"G8"	"G4"	0.04574784
"G8"	"G5"	0.04726321
"G8"	"G6"	0.17894682
"G8"	"G7"	0.27243983
"G8"	"G9"	0.03906042
"G8"	"G10"	0.05118404
"G9"	"G1"	0.01322591
"G9"	"G2"	0.11424989
"G9"	"G3"	0.01679536
"G9"	"G4"	0.06717168
"G9"	"G5"	0.1442262
"G9"	"G6"	0.05422155
"G9"	"G7"	0.03404364
"G9"	"G8"	0.03906042
"G9"	"G10"	0.038688
"G10"	"G1"	0.03088028
"G10"	"G2"	0.07489831
"G10"	"G3"	0.07186191
"G10"	"G4"	0.04277385
"G10"	"G5"	0.05013792
"G10"	"G6"	0.0355908
"G10"	"G7"	0.03633857
"G10"	"G8"	0.05118404
"G10"	"G9"	0.038688
